Team_Abbr,query_year,query_month,G,GS,SV,IP,H,R,ER,BB,SO,HR,HBP,AB,IBB,GDP,ERA,SO9,BB9
WAS,2021,8,94.0,0.0,4.0,92.67,97.0,65.0,54.0,47.0,67.0,17.0,11.0,364.0,8.0,11.0,5.244415668501134,6.506960181288443,4.564584007769505
ARI,2021,9,99.0,0.0,3.0,89.32,89.0,51.0,43.0,40.0,71.0,12.0,8.0,342.0,4.0,6.0,4.332736229287954,7.154052843708016,4.030452306314375
ATH,2021,9,93.0,0.0,5.0,101.0,112.0,68.0,67.0,35.0,91.0,19.0,9.0,404.0,0.0,6.0,5.97029702970297,8.10891089108911,3.1188118811881185
ATL,2021,9,101.0,2.0,8.0,99.99,76.0,34.0,31.0,38.0,87.0,10.0,3.0,360.0,11.0,7.0,2.7902790279027907,7.830783078307831,3.4203420342034203
BAL,2021,9,104.0,1.0,7.0,110.0,135.0,88.0,81.0,43.0,82.0,19.0,4.0,449.0,4.0,10.0,6.627272727272727,6.709090909090909,3.5181818181818185
BOS,2021,9,90.0,0.0,6.0,93.01,90.0,52.0,39.0,34.0,98.0,12.0,5.0,359.0,4.0,5.0,3.7737877647564773,9.482851306311149,3.289968820556929
CHC,2021,9,96.0,0.0,7.0,105.34,103.0,67.0,60.0,51.0,109.0,13.0,6.0,397.0,3.0,12.0,5.126257831782798,9.31270172773875,4.357319157015379
CHW,2021,9,99.0,1.0,7.0,101.35000000000001,85.0,37.0,36.0,33.0,111.0,6.0,8.0,368.0,0.0,13.0,3.196842624568327,9.856931425752343,2.930439072520967
CIN,2021,9,93.0,0.0,5.0,98.01,75.0,41.0,39.0,29.0,116.0,13.0,3.0,361.0,2.0,4.0,3.5812672176308538,10.651974288337923,2.662993572084481
CLE,2021,9,90.0,1.0,6.0,98.32,91.0,43.0,42.0,35.0,92.0,16.0,0.0,374.0,2.0,9.0,3.844589096826689,8.421480878763223,3.203824247355574
COL,2021,9,107.0,0.0,8.0,114.33,97.0,56.0,52.0,45.0,92.0,13.0,6.0,418.0,0.0,12.0,4.093413802151666,7.24219364996064,3.5423773287850957
DET,2021,9,100.0,0.0,9.0,124.33,108.0,50.0,47.0,61.0,100.0,9.0,6.0,452.0,1.0,12.0,3.4022359848789514,7.238799967827556,4.415667980374809
HOU,2021,9,96.0,0.0,4.0,100.67,83.0,48.0,46.0,51.0,106.0,11.0,5.0,360.0,3.0,14.0,4.112446607728221,9.476507400417205,4.559451673785636
KCR,2021,9,101.0,1.0,7.0,113.33,103.0,53.0,43.0,41.0,98.0,7.0,3.0,422.0,3.0,11.0,3.4148063178328774,7.782581840642371,3.2559781170034414
LAA,2021,9,95.0,1.0,4.0,105.0,98.0,62.0,56.0,52.0,99.0,8.0,8.0,391.0,2.0,9.0,4.8,8.485714285714286,4.457142857142857
LAD,2021,9,105.0,2.0,11.0,96.32,65.0,31.0,24.0,44.0,99.0,9.0,8.0,352.0,3.0,4.0,2.242524916943522,9.250415282392028,4.111295681063123
MIA,2021,9,96.0,1.0,6.0,102.96999999999998,103.0,59.0,47.0,47.0,83.0,8.0,6.0,394.0,7.0,16.0,4.10799261920948,7.254540157327378,4.10799261920948
MIL,2021,9,82.0,0.0,7.0,90.01,78.0,56.0,51.0,40.0,112.0,19.0,4.0,338.0,1.0,6.0,5.099433396289301,11.198755693811798,3.999555604932785
MIN,2021,9,95.0,1.0,9.0,110.99,95.0,44.0,42.0,44.0,113.0,11.0,5.0,410.0,0.0,10.0,3.4057122263266963,9.162987656545637,3.5678889990089195
NYM,2021,9,106.0,1.0,5.0,105.0,98.0,56.0,45.0,42.0,111.0,12.0,5.0,403.0,3.0,8.0,3.8571428571428568,9.514285714285714,3.6
NYY,2021,9,97.0,0.0,6.0,109.33,90.0,53.0,45.0,40.0,129.0,18.0,7.0,411.0,2.0,2.0,3.7043812311350957,10.619226195920607,3.2927833165645293
PHI,2021,9,101.0,4.0,5.0,104.68,91.0,58.0,54.0,50.0,106.0,16.0,9.0,388.0,4.0,12.0,4.642720672525793,9.11348872755063,4.298815437523882
PIT,2021,9,114.0,1.0,6.0,128.0,124.0,73.0,66.0,61.0,125.0,22.0,7.0,483.0,7.0,17.0,4.640625,8.7890625,4.2890625
SDP,2021,9,106.0,2.0,1.0,112.97999999999999,114.0,74.0,69.0,44.0,106.0,22.0,12.0,438.0,3.0,10.0,5.496548061603824,8.443972384492831,3.5050451407328733
SEA,2021,9,108.0,0.0,12.0,102.33,91.0,51.0,44.0,37.0,107.0,13.0,7.0,389.0,3.0,9.0,3.8698328935795954,9.410729991204926,3.2541776605101145
SFG,2021,9,128.0,5.0,7.0,134.00000000000003,125.0,51.0,41.0,47.0,121.0,15.0,4.0,505.0,4.0,12.0,2.7537313432835817,8.12686567164179,3.156716417910447
STL,2021,9,99.0,1.0,14.0,104.34,83.0,42.0,40.0,41.0,106.0,11.0,1.0,375.0,2.0,12.0,3.4502587694077054,9.14318573893042,3.536515238642898
TBR,2021,9,108.0,6.0,5.0,139.67999999999998,133.0,70.0,66.0,46.0,129.0,22.0,4.0,537.0,6.0,11.0,4.25257731958763,8.311855670103094,2.9639175257731964
TEX,2021,9,90.0,2.0,8.0,114.67,103.0,54.0,50.0,42.0,97.0,16.0,1.0,436.0,0.0,13.0,3.9243045260312197,7.6131507805005665,3.2964158018662246
TOR,2021,9,89.0,1.0,8.0,93.66,81.0,47.0,44.0,32.0,94.0,20.0,5.0,350.0,1.0,9.0,4.228058936579116,9.032671364509929,3.074951953875721
WAS,2021,9,112.0,2.0,7.0,107.99,120.0,81.0,72.0,61.0,115.0,21.0,9.0,431.0,5.0,5.0,6.000555607000648,9.584220761181593,5.083804055931105
ARI,2022,4,78.0,0.0,6.0,83.68,80.0,40.0,32.0,30.0,55.0,5.0,6.0,309.0,4.0,9.0,3.4416826003824093,5.915391969407265,3.2265774378585084
ATH,2022,4,77.0,0.0,7.0,78.35000000000001,69.0,32.0,28.0,34.0,83.0,6.0,3.0,292.0,4.0,4.0,3.2163369495851946,9.534141671984683,3.905552010210593
ATL,2022,4,65.0,0.0,8.0,73.68,49.0,35.0,30.0,27.0,88.0,6.0,3.0,265.0,1.0,1.0,3.664495114006514,10.749185667752442,3.2980456026058627
BAL,2022,4,80.0,0.0,4.0,93.64999999999999,78.0,42.0,36.0,35.0,91.0,8.0,2.0,347.0,0.0,10.0,3.459690336358783,8.745328350240257,3.3635878270154835
BOS,2022,4,90.0,2.0,5.0,94.34,76.0,42.0,33.0,36.0,103.0,8.0,7.0,350.0,5.0,3.0,3.148187407250371,9.826160695357219,3.43438626245495
CHC,2022,4,77.0,0.0,6.0,97.68,88.0,40.0,39.0,35.0,120.0,14.0,2.0,365.0,1.0,9.0,3.593366093366093,11.056511056511056,3.2248157248157248
CHW,2022,4,80.0,0.0,6.0,86.66,74.0,42.0,36.0,46.0,90.0,5.0,7.0,321.0,1.0,8.0,3.7387491345488115,9.346872836372029,4.777290560812371
CIN,2022,4,83.0,1.0,3.0,85.01,82.0,49.0,48.0,49.0,84.0,8.0,7.0,322.0,1.0,6.0,5.081755087636748,8.89307140336431,5.187624985295847
CLE,2022,4,69.0,1.0,4.0,77.67,64.0,34.0,30.0,21.0,79.0,10.0,4.0,291.0,0.0,6.0,3.4762456546929315,9.154113557358052,2.433371958285052
COL,2022,4,68.0,0.0,10.0,75.67,75.0,46.0,41.0,36.0,67.0,5.0,3.0,290.0,2.0,10.0,4.87643716135853,7.968811946610281,4.2817497026562705
DET,2022,4,73.0,0.0,4.0,84.66,60.0,23.0,19.0,33.0,75.0,3.0,1.0,305.0,1.0,5.0,2.019844082211198,7.973068745570518,3.508150248051028
HOU,2022,4,77.0,1.0,5.0,82.97999999999999,73.0,34.0,29.0,33.0,88.0,7.0,9.0,312.0,1.0,5.0,3.1453362255965294,9.544468546637745,3.5791757049891544
KCR,2022,4,76.0,0.0,4.0,77.30999999999999,76.0,44.0,37.0,35.0,88.0,6.0,3.0,299.0,3.0,6.0,4.30733410942957,10.244470314318976,4.074505238649594
LAA,2022,4,79.0,1.0,7.0,93.99,70.0,42.0,38.0,28.0,77.0,13.0,4.0,344.0,4.0,8.0,3.6386849664857963,7.373124800510693,2.681136291094797
LAD,2022,4,65.0,0.0,4.0,66.01,44.0,21.0,19.0,15.0,72.0,4.0,3.0,235.0,0.0,5.0,2.5905165883956975,9.816694440236327,2.045144675049235
MIA,2022,4,74.0,0.0,9.0,70.0,54.0,30.0,25.0,27.0,69.0,7.0,4.0,259.0,1.0,8.0,3.2142857142857144,8.871428571428572,3.4714285714285715
MIL,2022,4,75.0,2.0,11.0,87.0,67.0,35.0,29.0,46.0,97.0,6.0,4.0,320.0,1.0,7.0,3.0,10.03448275862069,4.758620689655173
MIN,2022,4,65.0,0.0,3.0,84.66,74.0,35.0,34.0,37.0,88.0,12.0,1.0,317.0,1.0,6.0,3.6144578313253013,9.355067328136073,3.933380581148122
NYM,2022,4,72.0,1.0,6.0,76.0,65.0,36.0,34.0,33.0,95.0,8.0,2.0,287.0,1.0,2.0,4.026315789473684,11.25,3.9078947368421053
NYY,2022,4,81.0,0.0,8.0,86.64999999999999,65.0,29.0,26.0,42.0,93.0,4.0,5.0,317.0,3.0,6.0,2.7005193306405078,9.659549913444893,4.3623773802654355
PHI,2022,4,75.0,0.0,5.0,79.99,67.0,36.0,34.0,36.0,80.0,6.0,8.0,292.0,1.0,7.0,3.8254781847730968,9.00112514064258,4.050506313289161
PIT,2022,4,74.0,1.0,5.0,97.34,81.0,50.0,46.0,42.0,86.0,9.0,9.0,358.0,4.0,8.0,4.253133347031025,7.951510170536265,3.8832956646805012
SDP,2022,4,73.0,1.0,8.0,77.67999999999999,55.0,36.0,31.0,28.0,85.0,11.0,5.0,279.0,0.0,6.0,3.5916580844490222,9.8480947476828,3.244078269824923
SEA,2022,4,72.0,0.0,3.0,76.33,57.0,27.0,24.0,26.0,88.0,10.0,4.0,279.0,0.0,5.0,2.8298178959779903,10.375998951919298,3.065636053976156
SFG,2022,4,81.0,0.0,7.0,86.34,68.0,25.0,22.0,28.0,81.0,4.0,3.0,314.0,1.0,8.0,2.2932592077831826,8.443363446838081,2.918693537178596
STL,2022,4,61.0,0.0,4.0,72.99,61.0,26.0,25.0,23.0,61.0,6.0,6.0,269.0,1.0,9.0,3.082614056720099,7.521578298397041,2.836004932182491
TBR,2022,4,86.0,6.0,6.0,115.99,91.0,59.0,41.0,39.0,115.0,11.0,7.0,436.0,2.0,5.0,3.18130873351151,8.923183033020088,3.026122941632899
TEX,2022,4,90.0,4.0,2.0,104.01,86.0,57.0,53.0,55.0,115.0,23.0,6.0,384.0,1.0,8.0,4.586097490625901,9.950966253244879,4.7591577732910295
TOR,2022,4,86.0,0.0,11.0,85.66,72.0,38.0,35.0,25.0,79.0,9.0,3.0,310.0,0.0,8.0,3.6773289750175113,8.300256829325239,2.6266635535839367
WAS,2022,4,97.0,0.0,3.0,95.34,89.0,47.0,40.0,42.0,91.0,7.0,11.0,360.0,1.0,7.0,3.775959723096287,8.590308370044053,3.964757709251101
ARI,2022,5,105.0,0.0,9.0,104.67,104.0,59.0,54.0,40.0,92.0,12.0,2.0,406.0,1.0,9.0,4.643164230438521,7.910576096302665,3.4393809114359413
ATH,2022,5,106.0,0.0,6.0,111.33,101.0,57.0,53.0,53.0,100.0,8.0,7.0,421.0,4.0,12.0,4.284559417946645,8.084074373484237,4.284559417946645
ATL,2022,5,95.0,2.0,7.0,107.66,99.0,56.0,39.0,43.0,125.0,7.0,4.0,412.0,4.0,6.0,3.2602637934237415,10.449563440460711,3.594649823518484
BAL,2022,5,98.0,2.0,5.0,127.0,113.0,55.0,46.0,50.0,106.0,10.0,10.0,474.0,3.0,16.0,3.25984251968504,7.511811023622047,3.5433070866141736
BOS,2022,5,102.0,2.0,3.0,116.99,102.0,67.0,60.0,42.0,113.0,17.0,9.0,435.0,1.0,11.0,4.615779126421062,8.693050688093,3.231045388494743
CHC,2022,5,90.0,2.0,7.0,107.67,100.0,63.0,53.0,42.0,113.0,14.0,6.0,406.0,2.0,11.0,4.430203399275564,9.445528002229032,3.5107272220674286
CHW,2022,5,100.0,0.0,12.0,99.34,104.0,63.0,52.0,37.0,96.0,13.0,1.0,381.0,1.0,10.0,4.711093215220455,8.697402858868532,3.3521240185222467
CIN,2022,5,94.0,1.0,7.0,100.0,90.0,57.0,56.0,44.0,112.0,16.0,12.0,375.0,0.0,7.0,5.040000000000001,10.080000000000002,3.96
CLE,2022,5,70.0,0.0,4.0,72.66,41.0,29.0,24.0,36.0,79.0,5.0,3.0,246.0,4.0,6.0,2.9727497935590423,9.785301403798513,4.459124690338563
COL,2022,5,86.0,1.0,5.0,98.66,99.0,63.0,57.0,43.0,88.0,14.0,4.0,382.0,1.0,8.0,5.199675653760389,8.027569430366917,3.922562335292925
DET,2022,5,105.0,3.0,8.0,121.01,93.0,54.0,51.0,45.0,125.0,14.0,6.0,437.0,1.0,12.0,3.7930749524832654,9.296752334517809,3.346830840426411
HOU,2022,5,78.0,0.0,8.0,83.67,55.0,21.0,17.0,26.0,72.0,4.0,4.0,296.0,0.0,8.0,1.8286124058802438,7.744711366081032,2.796701326640373
KCR,2022,5,97.0,1.0,5.0,111.34,111.0,67.0,63.0,56.0,89.0,13.0,6.0,423.0,2.0,11.0,5.092509430573019,7.194179989222201,4.526675049398239
LAA,2022,5,78.0,0.0,7.0,91.68,89.0,52.0,46.0,32.0,94.0,12.0,2.0,348.0,2.0,7.0,4.515706806282722,9.227748691099475,3.141361256544503
LAD,2022,5,96.0,0.0,9.0,101.0,93.0,42.0,38.0,37.0,107.0,10.0,8.0,375.0,3.0,14.0,3.386138613861386,9.534653465346535,3.297029702970297
MIA,2022,5,85.0,2.0,1.0,92.0,87.0,45.0,42.0,42.0,93.0,7.0,2.0,343.0,1.0,10.0,4.108695652173913,9.097826086956522,4.108695652173913
MIL,2022,5,88.0,0.0,11.0,93.0,87.0,46.0,41.0,32.0,89.0,10.0,2.0,357.0,2.0,9.0,3.967741935483871,8.612903225806452,3.0967741935483875
MIN,2022,5,100.0,1.0,10.0,123.30999999999999,110.0,57.0,50.0,43.0,129.0,16.0,7.0,469.0,0.0,12.0,3.6493390641472714,9.415294785499961,3.138431595166653
NYM,2022,5,86.0,0.0,8.0,93.33,83.0,40.0,38.0,32.0,100.0,11.0,5.0,353.0,2.0,8.0,3.664416586306654,9.643201542912248,3.085824493731919
NYY,2022,5,74.0,0.0,9.0,81.01,72.0,35.0,32.0,21.0,82.0,7.0,2.0,302.0,0.0,9.0,3.555116652265152,9.109986421429454,2.3330453030490066
PHI,2022,5,97.0,0.0,5.0,95.32,96.0,58.0,48.0,57.0,109.0,11.0,3.0,368.0,6.0,7.0,4.532102391942929,10.291649181703736,5.381871590432229
PIT,2022,5,80.0,4.0,8.0,107.0,103.0,63.0,53.0,47.0,103.0,14.0,2.0,417.0,1.0,5.0,4.457943925233645,8.663551401869158,3.953271028037383
SDP,2022,5,75.0,0.0,11.0,78.66,66.0,36.0,32.0,31.0,76.0,7.0,5.0,290.0,1.0,6.0,3.6613272311212817,8.695652173913045,3.5469107551487418
SEA,2022,5,91.0,0.0,4.0,85.67,89.0,51.0,50.0,30.0,83.0,12.0,2.0,335.0,4.0,6.0,5.252713902182794,8.719505077623438,3.151628341309676
SFG,2022,5,106.0,1.0,4.0,107.68,132.0,84.0,75.0,43.0,87.0,12.0,4.0,445.0,4.0,5.0,6.268573551263001,7.271545319465081,3.593982169390787
STL,2022,5,95.0,2.0,7.0,116.0,115.0,62.0,58.0,44.0,101.0,19.0,6.0,447.0,1.0,11.0,4.5,7.836206896551724,3.413793103448276
TBR,2022,5,100.0,2.0,8.0,117.01,100.0,60.0,50.0,32.0,107.0,20.0,1.0,443.0,3.0,7.0,3.845825143150158,8.230065806341338,2.4613280916161013
TEX,2022,5,84.0,1.0,9.0,92.33,79.0,36.0,31.0,30.0,87.0,5.0,2.0,348.0,2.0,8.0,3.0217697389797467,8.48045055778187,2.9242932957868515
TOR,2022,5,96.0,2.0,10.0,92.66,86.0,50.0,46.0,38.0,91.0,14.0,6.0,354.0,2.0,6.0,4.4679473343406,8.838765378804231,3.6909130153248437
WAS,2022,5,94.0,0.0,3.0,102.66,109.0,59.0,55.0,35.0,97.0,11.0,3.0,408.0,2.0,5.0,4.821741671537113,8.503798947983636,3.068381063705435
ARI,2022,6,83.0,2.0,2.0,95.66,102.0,57.0,52.0,39.0,91.0,14.0,4.0,377.0,1.0,8.0,4.892326991427974,8.561572234998955,3.6692452435709804
ATH,2022,6,84.0,0.0,3.0,82.34,87.0,60.0,54.0,46.0,79.0,12.0,6.0,325.0,5.0,4.0,5.902356084527568,8.634928345882924,5.027932960893854
ATL,2022,6,82.0,0.0,11.0,89.01,72.0,34.0,30.0,22.0,105.0,12.0,2.0,329.0,3.0,5.0,3.0333670374115265,10.616784630940344,2.224469160768453
BAL,2022,6,82.0,0.0,10.0,93.35000000000001,75.0,34.0,29.0,25.0,81.0,6.0,5.0,346.0,1.0,5.0,2.795929298339582,7.809319764327798,2.4102838778789497
BOS,2022,6,88.0,0.0,9.0,84.33,71.0,33.0,30.0,31.0,84.0,5.0,7.0,318.0,1.0,9.0,3.2017075773746,8.96478121664888,3.3084311632870866
CHC,2022,6,87.0,1.0,2.0,110.33,131.0,91.0,82.0,48.0,124.0,23.0,9.0,453.0,5.0,6.0,6.6890238375781745,10.115109217801141,3.9155261488262485
CHW,2022,6,87.0,3.0,4.0,111.35000000000001,97.0,57.0,50.0,43.0,120.0,14.0,2.0,423.0,2.0,2.0,4.041311180960934,9.69914683430624,3.475527615626403
CIN,2022,6,88.0,0.0,5.0,85.33,104.0,77.0,68.0,45.0,87.0,20.0,5.0,351.0,5.0,6.0,7.172155162311028,9.176139692956756,4.746279151529357
CLE,2022,6,91.0,0.0,12.0,94.0,85.0,42.0,37.0,43.0,103.0,15.0,4.0,359.0,3.0,9.0,3.542553191489362,9.861702127659575,4.117021276595745
COL,2022,6,81.0,0.0,5.0,90.67,81.0,50.0,39.0,30.0,77.0,6.0,4.0,341.0,1.0,6.0,3.8711812065732873,7.643101356567772,2.977831697364067
DET,2022,6,90.0,0.0,6.0,94.67,85.0,43.0,40.0,43.0,101.0,4.0,5.0,352.0,2.0,12.0,3.802683004119573,9.601774585401921,4.087884229428541
HOU,2022,6,73.0,0.0,10.0,73.0,54.0,29.0,28.0,36.0,87.0,6.0,5.0,264.0,1.0,6.0,3.4520547945205475,10.726027397260275,4.438356164383562
KCR,2022,6,92.0,0.0,6.0,90.0,80.0,46.0,42.0,51.0,78.0,4.0,7.0,339.0,0.0,4.0,4.2,7.800000000000001,5.1
LAA,2022,6,87.0,1.0,7.0,103.32,96.0,60.0,47.0,35.0,101.0,14.0,7.0,396.0,2.0,9.0,4.094076655052265,8.797909407665506,3.048780487804878
LAD,2022,6,98.0,0.0,7.0,96.0,81.0,42.0,38.0,30.0,105.0,9.0,6.0,356.0,4.0,4.0,3.5625,9.84375,2.8125
MIA,2022,6,91.0,1.0,6.0,93.33,102.0,62.0,57.0,31.0,108.0,15.0,9.0,376.0,0.0,2.0,5.49662487945998,10.414657666345228,2.989392478302797
MIL,2022,6,82.0,0.0,8.0,94.67,68.0,38.0,35.0,30.0,96.0,16.0,4.0,338.0,0.0,6.0,3.3273476286046266,9.126439209886977,2.85201225308968
MIN,2022,6,93.0,0.0,5.0,109.68,84.0,56.0,52.0,50.0,112.0,16.0,5.0,401.0,2.0,10.0,4.266958424507658,9.190371991247263,4.102844638949671
NYM,2022,6,74.0,2.0,6.0,91.34,85.0,49.0,43.0,38.0,98.0,16.0,4.0,349.0,1.0,8.0,4.236917013356689,9.656229472301291,3.7442522443617254
NYY,2022,6,83.0,1.0,10.0,101.68,58.0,24.0,23.0,44.0,100.0,6.0,7.0,352.0,3.0,7.0,2.0357985837922894,8.851298190401259,3.8945712037765534
PHI,2022,6,81.0,0.0,7.0,80.97999999999999,62.0,38.0,33.0,30.0,84.0,8.0,2.0,302.0,2.0,1.0,3.6675722400592745,9.33563842924179,3.3341565818720675
PIT,2022,6,79.0,0.0,4.0,100.02000000000001,95.0,55.0,53.0,42.0,101.0,12.0,7.0,387.0,4.0,5.0,4.769046190761847,9.088182363527293,3.779244151169766
SDP,2022,6,75.0,2.0,7.0,103.68,88.0,39.0,35.0,22.0,85.0,10.0,8.0,391.0,0.0,8.0,3.038194444444444,7.378472222222221,1.9097222222222223
SEA,2022,6,92.0,1.0,9.0,96.33,63.0,37.0,35.0,25.0,106.0,16.0,6.0,344.0,4.0,7.0,3.270009342883837,9.90345686701962,2.3357209592027406
SFG,2022,6,92.0,3.0,6.0,108.0,97.0,43.0,37.0,26.0,85.0,14.0,3.0,411.0,0.0,4.0,3.0833333333333335,7.083333333333334,2.1666666666666665
STL,2022,6,74.0,3.0,7.0,109.67,103.0,54.0,51.0,40.0,96.0,10.0,3.0,417.0,3.0,10.0,4.185283122093553,7.878179994529042,3.282574997720434
TBR,2022,6,96.0,4.0,7.0,105.32,86.0,39.0,34.0,43.0,102.0,14.0,11.0,389.0,1.0,12.0,2.905431067223699,8.716293201671098,3.6745157614887964
TEX,2022,6,82.0,2.0,6.0,101.0,78.0,44.0,36.0,31.0,86.0,9.0,2.0,366.0,3.0,11.0,3.2079207920792077,7.663366336633663,2.762376237623762
TOR,2022,6,95.0,0.0,2.0,105.67,109.0,63.0,59.0,40.0,97.0,14.0,8.0,404.0,3.0,9.0,5.025078073246901,8.261569035677107,3.406832592031797
WAS,2022,6,90.0,2.0,8.0,103.0,104.0,69.0,62.0,53.0,91.0,28.0,5.0,401.0,0.0,7.0,5.417475728155339,7.951456310679612,4.631067961165049
ARI,2022,7,78.0,0.0,3.0,74.0,66.0,38.0,33.0,26.0,68.0,7.0,5.0,282.0,3.0,4.0,4.013513513513513,8.27027027027027,3.1621621621621623
ATH,2022,7,82.0,0.0,9.0,88.01,70.0,31.0,29.0,29.0,92.0,10.0,5.0,328.0,3.0,8.0,2.9655720940802177,9.408021815702762,2.9655720940802177
ATL,2022,7,75.0,0.0,10.0,84.99,68.0,33.0,29.0,27.0,88.0,9.0,7.0,315.0,2.0,4.0,3.0709495234733497,9.318743381574304,2.8591599011648428
BAL,2022,7,90.0,0.0,9.0,95.66,78.0,31.0,29.0,30.0,113.0,13.0,5.0,351.0,1.0,7.0,2.728413129834832,10.631402885218483,2.822496341208447
BOS,2022,7,101.0,2.0,4.0,116.66,118.0,83.0,73.0,62.0,125.0,14.0,11.0,452.0,4.0,12.0,5.6317503857363285,9.643408194753986,4.783130464597978
CHC,2022,7,90.0,1.0,7.0,110.66,88.0,42.0,30.0,46.0,117.0,14.0,9.0,404.0,5.0,12.0,2.4399060184348453,9.515633471895898,3.741189228266763
CHW,2022,7,85.0,0.0,7.0,83.0,75.0,34.0,32.0,28.0,81.0,7.0,3.0,316.0,1.0,8.0,3.4698795180722892,8.783132530120483,3.0361445783132526
CIN,2022,7,93.0,1.0,5.0,96.99,82.0,50.0,45.0,43.0,90.0,13.0,8.0,359.0,2.0,7.0,4.175688215279926,8.351376430559853,3.9901020723785963
CLE,2022,7,82.0,3.0,6.0,101.0,92.0,50.0,47.0,36.0,99.0,9.0,3.0,383.0,1.0,7.0,4.188118811881188,8.821782178217822,3.2079207920792077
COL,2022,7,86.0,0.0,9.0,90.67,90.0,47.0,43.0,46.0,78.0,7.0,1.0,350.0,4.0,10.0,4.268225432888497,7.742362413146575,4.566008602624903
DET,2022,7,103.0,1.0,6.0,114.01,102.0,50.0,31.0,34.0,98.0,6.0,11.0,430.0,2.0,10.0,2.447153758442242,7.736163494430313,2.6839750899043944
HOU,2022,7,73.0,0.0,8.0,78.66,56.0,31.0,26.0,30.0,96.0,6.0,7.0,284.0,1.0,10.0,2.9748283752860414,10.983981693363845,3.4324942791762014
KCR,2022,7,89.0,0.0,7.0,96.01,101.0,59.0,50.0,50.0,88.0,15.0,6.0,374.0,3.0,9.0,4.687011769607333,8.249140714508904,4.687011769607333
LAA,2022,7,72.0,0.0,1.0,85.32,81.0,48.0,42.0,39.0,80.0,10.0,3.0,328.0,2.0,9.0,4.4303797468354436,8.438818565400844,4.113924050632912
LAD,2022,7,82.0,0.0,10.0,76.35000000000001,62.0,32.0,30.0,25.0,86.0,10.0,5.0,284.0,1.0,4.0,3.536345776031434,10.137524557956777,2.946954813359528
MIA,2022,7,94.0,0.0,10.0,110.35000000000001,102.0,51.0,42.0,42.0,100.0,12.0,4.0,417.0,3.0,10.0,3.42546443135478,8.155867693701857,3.42546443135478
MIL,2022,7,80.0,0.0,6.0,80.99,78.0,45.0,44.0,33.0,97.0,12.0,9.0,313.0,1.0,3.0,4.889492529941968,10.77910853191752,3.667119397456476
MIN,2022,7,83.0,0.0,2.0,88.32,81.0,43.0,38.0,33.0,90.0,15.0,2.0,337.0,1.0,3.0,3.8722826086956523,9.171195652173914,3.362771739130435
NYM,2022,7,70.0,2.0,9.0,91.33,68.0,30.0,26.0,24.0,103.0,11.0,2.0,326.0,2.0,8.0,2.5621373042811784,10.15000547465236,2.3650498193364724
NYY,2022,7,80.0,0.0,7.0,96.0,79.0,42.0,37.0,36.0,103.0,6.0,7.0,357.0,2.0,5.0,3.46875,9.65625,3.375
PHI,2022,7,83.0,2.0,9.0,86.0,73.0,34.0,32.0,36.0,96.0,7.0,4.0,317.0,1.0,8.0,3.3488372093023253,10.046511627906977,3.7674418604651163
PIT,2022,7,82.0,1.0,7.0,95.67,113.0,64.0,55.0,36.0,77.0,15.0,6.0,379.0,1.0,11.0,5.174035747883348,7.243650047036688,3.3866415804327374
SDP,2022,7,70.0,0.0,9.0,76.68,89.0,49.0,44.0,26.0,80.0,7.0,4.0,310.0,1.0,9.0,5.16431924882629,9.389671361502346,3.0516431924882625
SEA,2022,7,90.0,1.0,10.0,93.67,68.0,30.0,29.0,34.0,93.0,9.0,3.0,333.0,3.0,5.0,2.7863777089783284,8.935625066723604,3.266787658802178
SFG,2022,7,92.0,3.0,4.0,97.0,109.0,69.0,59.0,53.0,90.0,8.0,6.0,396.0,4.0,4.0,5.4742268041237105,8.350515463917526,4.917525773195876
STL,2022,7,71.0,1.0,5.0,77.33,61.0,32.0,28.0,31.0,81.0,9.0,2.0,286.0,0.0,3.0,3.2587611534979954,9.42713047976206,3.607914134229924
TBR,2022,7,91.0,2.0,8.0,109.67,110.0,50.0,46.0,29.0,101.0,10.0,7.0,422.0,0.0,5.0,3.7749612473784993,8.288501869244095,2.3798668733473147
TEX,2022,7,96.0,2.0,6.0,105.32,104.0,67.0,56.0,44.0,98.0,14.0,7.0,406.0,5.0,7.0,4.78541587542727,8.374477781997722,3.7599696164071403
TOR,2022,7,91.0,3.0,7.0,109.01,79.0,42.0,35.0,33.0,108.0,18.0,4.0,390.0,2.0,5.0,2.8896431520044032,8.916613154756444,2.72452068617558
WAS,2022,7,93.0,1.0,4.0,107.33,77.0,44.0,39.0,35.0,99.0,11.0,5.0,390.0,2.0,6.0,3.2702878971396627,8.301500046585298,2.934873753843287
ARI,2022,8,91.0,0.0,8.0,87.67,92.0,59.0,55.0,35.0,82.0,10.0,3.0,343.0,2.0,7.0,5.646173149309911,8.41793087715296,3.59301927683358
ATH,2022,8,85.0,0.0,4.0,98.35000000000001,89.0,48.0,44.0,38.0,85.0,13.0,6.0,375.0,6.0,6.0,4.026436197254703,7.778342653787493,3.477376715810879
ATL,2022,8,88.0,0.0,8.0,85.34,76.0,39.0,32.0,36.0,88.0,9.0,6.0,323.0,4.0,3.0,3.374736348722756,9.280524958987577,3.7965783923131005
BAL,2022,8,81.0,0.0,9.0,82.0,80.0,37.0,32.0,21.0,79.0,11.0,4.0,317.0,0.0,7.0,3.5121951219512195,8.670731707317072,2.3048780487804876
