#,Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,top100,top20,Top50_Indicator
207,2021,Skye Bolt,2 Tms,34,60,1,5,4,2,0.017,0.25,0.07,0.098,0.088,0.103,0.158,0.113,0.204,-32.0,0.9,-8.8,0.7,-0.6,,,0
208,2021,Drew Ellis,ARI,28,83,1,10,5,0,0.12,0.325,0.072,0.195,0.13,0.277,0.203,0.23,0.229,40.0,0.2,-6.1,-3.1,-0.6,,,0
209,2021,Gilberto Celestino,MIN,23,62,2,7,3,0,0.048,0.226,0.153,0.14,0.136,0.177,0.288,0.201,0.241,23.0,-0.9,-6.7,-1.9,-0.7,,,0
210,2021,Justin Williams,STL,51,137,4,10,11,0,0.124,0.336,0.101,0.217,0.16,0.27,0.261,0.229,0.316,42.0,-0.6,-10.7,-0.5,-0.7,,,0
211,2021,John Nogowski,2 Tms,52,143,1,14,14,0,0.084,0.154,0.078,0.271,0.233,0.301,0.31,0.273,0.279,68.0,-2.1,-8.0,-3.6,-0.7,,,0
212,2021,Owen Miller,CLE,60,202,4,17,18,2,0.045,0.267,0.105,0.261,0.204,0.243,0.309,0.241,0.267,51.0,0.1,-12.0,-1.8,-0.7,,,0
213,2021,Phillip Evans,PIT,76,247,5,23,16,1,0.113,0.215,0.093,0.25,0.206,0.312,0.299,0.278,0.312,70.0,0.3,-9.0,-6.7,-0.7,,,0
214,2021,Curtis Terry,TEX,13,48,0,3,1,0,0.042,0.313,0.044,0.133,0.089,0.146,0.133,0.132,0.193,-24.0,0.1,-7.2,-1.9,-0.7,,,0
215,2021,Zack Short,DET,61,184,6,21,20,2,0.12,0.321,0.141,0.165,0.141,0.239,0.282,0.23,0.242,42.0,0.4,-12.8,-1.7,-0.8,,,0
216,2021,Jahmai Jones,BAL,26,72,0,5,3,1,0.056,0.361,0.045,0.244,0.149,0.208,0.194,0.186,0.195,10.0,0.5,-7.4,-3.7,-0.9,1.0,,0
217,2021,Robel García,HOU,47,117,1,8,8,0,0.068,0.359,0.057,0.234,0.151,0.216,0.208,0.194,0.224,19.0,-0.4,-12.1,-1.3,-0.9,,,0
218,2021,Domingo Leyba,2 Tms,34,96,1,6,4,0,0.083,0.24,0.046,0.143,0.115,0.198,0.161,0.172,0.236,2.0,-0.2,-11.9,-1.1,-1.0,,,0
219,2021,Andrew Knizner,STL,63,185,1,18,9,0,0.108,0.211,0.062,0.223,0.174,0.281,0.236,0.238,0.274,48.0,-0.7,-12.9,-3.1,-1.0,,,0
220,2021,Ka'ai Tom,2 Tms,48,133,2,10,12,1,0.128,0.271,0.093,0.178,0.139,0.278,0.231,0.239,0.289,45.0,-0.8,-9.9,-5.0,-1.0,,,0
221,2021,Zack Collins,CHW,78,231,4,25,26,1,0.147,0.299,0.128,0.303,0.21,0.33,0.338,0.3,0.323,89.0,-1.5,-4.7,-14.5,-1.1,1.0,,0
1,2022,Julio Rodríguez,SEA,132,560,28,84,75,25,0.071,0.259,0.225,0.345,0.284,0.345,0.509,0.366,0.337,148.0,3.6,33.5,3.9,5.8,1.0,1.0,1
2,2022,Adley Rutschman,BAL,113,470,13,70,42,4,0.138,0.183,0.191,0.291,0.254,0.362,0.445,0.354,0.342,135.0,1.4,19.9,13.1,5.0,1.0,1.0,1
3,2022,Michael Harris II,ATL,114,441,19,75,64,20,0.048,0.243,0.217,0.361,0.297,0.339,0.514,0.368,0.335,137.0,5.1,24.3,6.2,4.8,,,1
4,2022,Steven Kwan,CLE,147,638,6,89,52,19,0.097,0.094,0.101,0.323,0.298,0.373,0.4,0.341,0.312,125.0,6.0,23.9,0.8,4.7,,,0
5,2022,Jeremy Peña,HOU,136,558,22,72,63,11,0.039,0.242,0.173,0.298,0.253,0.289,0.426,0.309,0.304,102.0,2.2,3.8,10.1,3.3,,,1
6,2022,Brendan Donovan,STL,126,468,5,64,45,2,0.128,0.15,0.097,0.33,0.281,0.394,0.379,0.349,0.339,127.0,-2.4,12.4,-2.9,2.7,,,0
7,2022,Lars Nootbaar,STL,108,347,14,53,40,4,0.147,0.205,0.221,0.248,0.228,0.34,0.448,0.342,0.346,123.0,0.5,9.6,2.7,2.5,,,0
8,2022,Bobby Witt Jr.,KCR,150,632,20,82,80,30,0.047,0.214,0.174,0.295,0.254,0.294,0.428,0.311,0.313,98.0,7.2,5.7,-3.5,2.3,1.0,1.0,1
9,2022,Jake McCarthy,ARI,99,354,8,53,43,23,0.065,0.215,0.143,0.349,0.283,0.342,0.427,0.337,0.298,116.0,6.7,13.3,-4.3,2.2,,,0
10,2022,Seby Zavala,CHW,61,205,2,22,21,0,0.093,0.312,0.112,0.404,0.27,0.347,0.382,0.323,0.283,111.0,-1.9,0.6,12.0,2.0,,,0
11,2022,Seiya Suzuki,CHC,111,446,14,54,46,9,0.094,0.247,0.171,0.326,0.262,0.336,0.433,0.334,0.326,118.0,-0.4,9.1,-5.9,1.9,,,0
12,2022,Jose Siri,2 Tms,104,325,7,53,24,14,0.062,0.332,0.126,0.305,0.213,0.268,0.339,0.268,0.261,75.0,3.6,-5.6,12.5,1.8,,,0
13,2022,Joey Meneses,WSN,56,240,13,33,34,1,0.063,0.217,0.239,0.371,0.324,0.367,0.563,0.395,0.332,158.0,-1.3,14.9,-6.5,1.7,,,0
14,2022,Christopher Morel,CHC,113,425,16,55,47,10,0.089,0.322,0.198,0.32,0.235,0.308,0.433,0.322,0.321,110.0,1.8,6.9,-5.6,1.7,,,0
15,2022,Keibert Ruiz,WSN,112,433,7,33,36,6,0.069,0.115,0.109,0.271,0.251,0.313,0.36,0.299,0.328,92.0,-0.1,-4.1,3.9,1.5,1.0,,1
16,2022,Vinnie Pasquantino,KCR,72,298,10,25,26,1,0.117,0.114,0.155,0.306,0.295,0.383,0.45,0.365,0.374,136.0,-2.1,9.9,-5.8,1.4,,,0
17,2022,Oscar Gonzalez,CLE,91,382,11,39,43,1,0.039,0.196,0.166,0.345,0.296,0.327,0.461,0.339,0.32,123.0,-0.4,9.7,-8.4,1.4,,,0
18,2022,Oneil Cruz,PIT,87,361,17,45,54,10,0.078,0.349,0.218,0.317,0.233,0.294,0.45,0.32,0.301,104.0,3.4,4.9,-4.0,1.4,1.0,,1
19,2022,Jose Miranda,MIN,125,483,15,45,66,1,0.058,0.188,0.158,0.307,0.268,0.325,0.426,0.329,0.317,116.0,-1.5,7.0,-9.0,1.4,,,0
20,2022,Corbin Carroll,ARI,32,115,4,13,14,2,0.07,0.27,0.24,0.333,0.26,0.33,0.5,0.358,0.293,130.0,1.5,5.5,3.7,1.4,1.0,1.0,1
21,2022,Oswaldo Cabrera,NYY,44,171,6,21,19,3,0.088,0.257,0.182,0.305,0.247,0.312,0.429,0.322,0.287,110.0,0.3,2.2,4.9,1.3,,,0
22,2022,Bryson Stott,PHI,127,466,10,58,49,12,0.077,0.191,0.124,0.274,0.234,0.295,0.358,0.289,0.284,84.0,2.7,-5.8,2.2,1.3,1.0,,1
23,2022,Nick Fortes,MIA,72,240,9,41,24,5,0.075,0.188,0.161,0.252,0.23,0.304,0.392,0.308,0.317,95.0,-0.4,-1.7,5.5,1.3,,,0
24,2022,Emmanuel Rivera,2 Tms,102,359,12,46,40,1,0.064,0.231,0.176,0.275,0.233,0.292,0.409,0.306,0.31,95.0,-1.0,-3.1,3.2,1.2,,,0
25,2022,Jack Suwinski,PIT,106,372,19,45,38,4,0.11,0.306,0.209,0.242,0.202,0.298,0.411,0.311,0.307,97.0,-0.2,-1.3,-0.1,1.2,,,0
26,2022,Riley Greene,DET,93,418,5,46,42,1,0.086,0.287,0.109,0.354,0.253,0.321,0.362,0.303,0.316,98.0,-0.7,-1.9,-1.8,1.0,1.0,1.0,1
27,2022,Sean Bouchard,COL,27,97,3,9,11,0,0.216,0.258,0.203,0.404,0.297,0.454,0.5,0.417,0.36,159.0,0.0,6.7,-1.3,0.9,,,0
28,2022,David Villar,SFG,52,181,9,21,24,0,0.099,0.32,0.224,0.3,0.231,0.331,0.455,0.344,0.283,124.0,-1.0,4.1,-1.7,0.9,,,0
29,2022,Rodolfo Castro,PIT,71,278,11,25,27,5,0.079,0.266,0.194,0.284,0.233,0.299,0.427,0.315,0.28,100.0,0.5,0.6,-1.8,0.9,,,0
30,2022,Gunnar Henderson,BAL,34,132,4,12,18,1,0.121,0.258,0.181,0.333,0.259,0.348,0.44,0.343,0.338,128.0,-0.3,3.8,-0.1,0.8,,,1
31,2022,Nate Eaton,KCR,44,122,1,16,12,11,0.082,0.246,0.123,0.346,0.264,0.331,0.387,0.313,0.297,100.0,3.1,3.0,0.6,0.8,,,0
32,2022,Garrett Mitchell,MIL,28,68,2,9,9,8,0.088,0.412,0.148,0.548,0.311,0.373,0.459,0.365,0.266,136.0,1.8,4.6,0.5,0.8,1.0,,0
33,2022,Gabriel Moreno,TOR,25,73,1,10,7,0,0.055,0.11,0.058,0.35,0.319,0.356,0.377,0.326,0.299,114.0,-0.2,1.0,4.2,0.8,1.0,1.0,1
34,2022,Alek Thomas,ARI,113,411,8,45,39,4,0.054,0.18,0.113,0.263,0.231,0.275,0.344,0.272,0.277,71.0,2.0,-11.6,4.7,0.8,1.0,1.0,1
35,2022,Vaughn Grissom,ATL,41,156,5,24,18,5,0.071,0.218,0.149,0.35,0.291,0.353,0.44,0.345,0.326,122.0,1.3,5.3,-3.5,0.8,,,0
36,2022,José Azocar,SDP,98,216,0,24,10,5,0.056,0.204,0.074,0.327,0.257,0.298,0.332,0.278,0.272,81.0,-0.6,-5.3,4.4,0.7,,,0
37,2022,Garrett Stubbs,PHI,50,121,5,19,16,2,0.116,0.248,0.198,0.324,0.264,0.35,0.462,0.355,0.275,129.0,0.6,4.7,-2.3,0.7,,,0
38,2022,Livan Soto,LAA,18,59,1,9,9,1,0.034,0.22,0.182,0.5,0.4,0.414,0.582,0.424,0.281,181.0,0.4,5.8,-1.2,0.7,,,0
39,2022,Tyler Heineman,2 Tms,62,174,0,16,9,1,0.046,0.098,0.051,0.243,0.217,0.276,0.268,0.248,0.273,55.0,-1.1,-10.2,10.7,0.7,,,0
40,2022,TJ Friedl,CIN,72,258,8,33,25,7,0.078,0.155,0.196,0.251,0.24,0.314,0.436,0.323,0.283,102.0,0.6,1.1,-3.7,0.7,,,0
41,2022,Charles Leblanc,MIA,48,169,4,18,11,4,0.071,0.314,0.141,0.374,0.263,0.32,0.404,0.318,0.285,102.0,0.4,0.8,-0.6,0.6,,,0
42,2022,Alex Call,2 Tms,47,131,5,18,13,3,0.115,0.229,0.175,0.278,0.237,0.336,0.412,0.332,0.281,115.0,-0.1,2.1,-0.8,0.6,,,0
43,2022,Brian Serven,COL,62,205,6,19,16,0,0.063,0.215,0.128,0.232,0.203,0.261,0.332,0.263,0.254,54.0,-0.9,-11.9,10.4,0.6,,,0
44,2022,Oswald Peraza,NYY,18,57,1,8,2,2,0.105,0.158,0.122,0.359,0.306,0.404,0.429,0.371,0.343,145.0,0.4,3.2,0.4,0.6,,,1
45,2022,Mark Mathias,2 Tms,30,91,6,13,20,3,0.099,0.33,0.259,0.304,0.247,0.319,0.506,0.353,0.298,132.0,0.2,3.5,-1.0,0.6,,,0
46,2022,Nick Maton,PHI,35,85,5,13,17,0,0.118,0.341,0.264,0.325,0.25,0.341,0.514,0.364,0.306,135.0,0.1,3.6,-1.1,0.6,,,0
47,2022,Luis González,SFG,98,350,4,31,36,10,0.086,0.214,0.106,0.316,0.254,0.323,0.36,0.302,0.268,95.0,1.3,-0.5,-6.2,0.6,,,0
48,2022,Conner Capel,2 Tms,22,59,3,7,11,1,0.085,0.169,0.212,0.317,0.308,0.356,0.519,0.371,0.336,147.0,-0.1,3.0,0.1,0.5,,,0
49,2022,Jason Vosler,SFG,36,111,4,14,12,1,0.09,0.261,0.204,0.333,0.265,0.342,0.469,0.349,0.312,128.0,0.0,3.6,-2.3,0.5,,,0
50,2022,Nick Allen,OAK,100,326,4,31,19,3,0.058,0.196,0.084,0.25,0.207,0.256,0.291,0.245,0.238,59.0,0.7,-14.3,9.0,0.5,,,0
51,2022,Stuart Fairchild,3 Tms,46,110,5,14,6,0,0.073,0.309,0.216,0.328,0.247,0.336,0.464,0.35,0.317,122.0,-1.4,1.3,-0.3,0.5,,,0
52,2022,Darick Hall,PHI,42,142,9,19,16,0,0.035,0.31,0.272,0.301,0.25,0.282,0.522,0.343,0.312,121.0,0.1,3.5,-3.8,0.5,,,0
53,2022,Royce Lewis,MIN,12,41,2,5,5,0,0.024,0.122,0.25,0.303,0.3,0.317,0.55,0.37,0.319,145.0,0.1,2.1,1.1,0.5,1.0,1.0,1
54,2022,Stone Garrett,ARI,27,84,4,13,10,3,0.036,0.321,0.263,0.37,0.276,0.309,0.539,0.36,0.268,131.0,0.1,3.2,-1.5,0.5,,,0
55,2022,Kerry Carpenter,DET,31,113,6,16,10,0,0.053,0.283,0.233,0.303,0.252,0.31,0.485,0.342,0.294,125.0,-0.1,3.1,-2.3,0.5,,,0
56,2022,Drew Waters,KCR,32,109,5,14,18,0,0.11,0.367,0.24,0.353,0.24,0.324,0.479,0.347,0.296,123.0,0.3,3.2,-2.3,0.5,1.0,,1
57,2022,James Outman,LAD,4,16,1,6,3,0,0.125,0.438,0.385,1.0,0.462,0.563,0.846,0.584,0.319,288.0,0.3,3.8,-0.1,0.4,,,0
58,2022,Kyle Isbel,KCR,106,278,5,32,28,9,0.058,0.27,0.129,0.275,0.211,0.264,0.34,0.265,0.266,66.0,-0.2,-10.9,6.3,0.4,,,0
59,2022,Alan Trejo,COL,35,125,4,15,17,1,0.04,0.248,0.153,0.337,0.271,0.312,0.424,0.321,0.291,94.0,-0.6,-1.5,1.3,0.4,,,0
60,2022,Triston Casas,BOS,27,95,5,11,12,1,0.2,0.242,0.211,0.208,0.197,0.358,0.408,0.344,0.325,120.0,-0.1,2.0,-1.0,0.4,1.0,1.0,1
61,2022,Will Brennan,CLE,11,45,1,6,8,2,0.044,0.089,0.143,0.378,0.357,0.4,0.5,0.385,0.324,156.0,0.5,3.4,-0.9,0.4,,,0
62,2022,Joey Bart,SFG,97,291,11,34,25,2,0.089,0.385,0.149,0.326,0.215,0.296,0.364,0.294,0.296,90.0,-1.7,-4.9,-1.6,0.4,1.0,1.0,1
63,2022,Gilberto Celestino,MIN,122,347,2,30,24,4,0.092,0.222,0.064,0.31,0.238,0.313,0.302,0.28,0.27,81.0,-1.9,-9.4,1.8,0.4,,,0
64,2022,Jake Burger,CHW,51,183,8,20,26,0,0.055,0.306,0.208,0.324,0.25,0.302,0.458,0.327,0.318,113.0,0.0,2.6,-5.0,0.4,,,0
65,2022,P.J. Higgins,CHC,74,229,6,23,30,0,0.096,0.253,0.154,0.29,0.229,0.31,0.383,0.306,0.264,99.0,-0.1,-0.3,-4.3,0.3,,,0
66,2022,David Hensley,HOU,16,34,1,7,5,0,0.147,0.176,0.241,0.409,0.345,0.441,0.586,0.44,0.349,195.0,0.0,3.6,-1.6,0.3,,,0
67,2022,Sam Huff,TEX,44,132,4,9,10,1,0.083,0.318,0.132,0.333,0.24,0.303,0.372,0.296,0.294,92.0,0.3,-0.9,-0.3,0.3,1.0,,0
68,2022,Luis Barrera,OAK,32,85,1,3,7,3,0.071,0.2,0.104,0.283,0.234,0.294,0.338,0.28,0.257,85.0,1.0,-0.5,0.6,0.3,,,0
69,2022,Dalton Guthrie,PHI,14,28,1,3,5,1,0.214,0.25,0.143,0.462,0.333,0.5,0.476,0.437,0.363,185.0,0.1,2.9,-1.1,0.3,,,0
70,2022,Ji Hwan Bae,PIT,10,37,0,5,6,3,0.054,0.162,0.091,0.407,0.333,0.405,0.424,0.37,0.28,137.0,1.0,2.6,-1.3,0.3,,,0
71,2022,Geraldo Perdomo,ARI,148,500,5,58,40,9,0.1,0.206,0.067,0.243,0.195,0.285,0.262,0.253,0.269,59.0,2.2,-21.8,7.1,0.3,1.0,,0
72,2022,Michael Massey,KCR,52,194,4,16,17,3,0.046,0.237,0.133,0.304,0.243,0.307,0.376,0.302,0.332,91.0,0.2,-1.7,-2.2,0.2,,,0
73,2022,Bubba Thompson,TEX,55,181,1,18,9,18,0.039,0.309,0.047,0.389,0.265,0.302,0.312,0.274,0.203,76.0,3.2,-1.6,-1.8,0.2,,,0
74,2022,Monte Harrison,LAA,9,14,1,5,3,1,0.143,0.571,0.273,0.5,0.182,0.357,0.455,0.361,0.282,136.0,0.3,0.9,0.8,0.2,1.0,,0
75,2022,Elehuris Montero,COL,53,185,6,21,20,0,0.043,0.324,0.199,0.318,0.233,0.27,0.432,0.303,0.26,81.0,0.2,-3.9,-0.4,0.2,,,0
76,2022,Joe Dunand,MIA,3,11,1,2,1,0,0.0,0.273,0.4,0.333,0.3,0.364,0.7,0.449,0.205,192.0,0.0,1.2,0.5,0.2,,,0
77,2022,Ezequiel Duran,TEX,58,220,5,25,25,4,0.055,0.245,0.13,0.295,0.236,0.277,0.365,0.282,0.256,82.0,-0.6,-5.2,0.1,0.2,,,0
78,2022,Dérmis Garcia,OAK,39,125,5,13,20,0,0.064,0.44,0.181,0.339,0.207,0.264,0.388,0.285,0.244,88.0,-0.3,-2.0,-0.1,0.2,,,0
79,2022,Chadwick Tromp,ATL,1,4,0,0,3,0,0.0,0.0,0.5,0.75,0.75,0.75,1.25,0.852,0.503,468.0,0.0,1.7,0.0,0.2,,,0
80,2022,Ryan Kreidler,DET,26,84,1,8,6,0,0.071,0.262,0.055,0.231,0.178,0.244,0.233,0.218,0.273,38.0,0.3,-5.6,4.7,0.2,,,0
81,2022,Matt Vierling,PHI,117,357,6,41,32,7,0.064,0.196,0.105,0.29,0.246,0.297,0.351,0.285,0.324,82.0,-0.4,-8.0,-2.6,0.2,,,0
82,2022,Nolan Jones,CLE,28,94,2,10,13,0,0.085,0.33,0.128,0.358,0.244,0.309,0.372,0.297,0.325,94.0,-0.8,-1.4,0.1,0.2,1.0,,0
83,2022,Jason Delay,PIT,57,167,1,17,11,0,0.054,0.299,0.058,0.308,0.213,0.265,0.271,0.243,0.23,50.0,-1.3,-10.9,6.7,0.2,,,0
84,2022,Jaylin Davis,BOS,12,27,0,4,2,0,0.111,0.407,0.042,0.615,0.333,0.407,0.375,0.352,0.272,126.0,-0.2,0.6,0.1,0.2,,,0
85,2022,Josh Lowe,TBR,52,198,2,24,13,3,0.076,0.333,0.122,0.336,0.221,0.284,0.343,0.276,0.272,81.0,1.8,-2.3,-2.4,0.2,,,0
86,2022,Nelson Velázquez,CHC,77,206,6,20,26,5,0.092,0.316,0.168,0.281,0.205,0.286,0.373,0.291,0.305,89.0,1.4,-1.2,-4.4,0.2,,,0
87,2022,Esteban Quiroz,CHC,14,47,0,3,3,1,0.085,0.191,0.0,0.355,0.275,0.37,0.275,0.303,0.29,97.0,-0.3,-0.5,0.4,0.2,,,0
88,2022,Kyle Stowers,BAL,34,98,3,11,11,0,0.051,0.296,0.165,0.339,0.253,0.306,0.418,0.316,0.337,109.0,0.0,0.9,-2.7,0.1,,,0
89,2022,Josh Jung,TEX,26,102,5,9,14,2,0.039,0.382,0.214,0.278,0.204,0.235,0.418,0.28,0.287,81.0,-0.1,-2.3,0.5,0.1,1.0,,1
90,2022,Buddy Kennedy,ARI,30,94,1,10,12,0,0.085,0.245,0.108,0.279,0.217,0.287,0.325,0.271,0.258,71.0,0.5,-2.6,0.7,0.1,,,0
91,2022,Otto Lopez,TOR,8,10,0,0,3,0,0.1,0.1,0.0,0.75,0.667,0.7,0.667,0.599,0.306,307.0,-0.4,1.9,-1.1,0.1,,,0
92,2022,Gosuke Katoh,TOR,8,11,0,2,0,0,0.273,0.091,0.143,0.167,0.143,0.4,0.286,0.333,0.344,119.0,0.2,0.4,0.3,0.1,,,0
93,2022,Skye Bolt,OAK,42,116,4,10,13,5,0.06,0.259,0.132,0.233,0.198,0.259,0.33,0.261,0.261,71.0,0.9,-2.8,0.2,0.1,,,0
94,2022,Luke Williams,2 Tms,79,136,1,21,6,11,0.066,0.324,0.079,0.354,0.236,0.287,0.315,0.265,0.233,66.0,0.1,-5.2,1.5,0.1,,,0
95,2022,Ben DeLuzio,STL,22,25,0,3,0,0,0.12,0.2,0.05,0.2,0.15,0.292,0.2,0.242,0.33,54.0,-0.2,-1.5,1.5,0.1,,,0
96,2022,Francisco Alvarez,NYM,5,14,1,3,1,0,0.143,0.286,0.333,0.143,0.167,0.286,0.5,0.336,0.421,121.0,0.0,0.4,-0.1,0.1,1.0,1.0,1
97,2022,Matt Wallner,MIN,18,65,2,4,10,1,0.092,0.385,0.158,0.367,0.228,0.323,0.386,0.311,0.245,103.0,0.1,0.3,-1.6,0.1,,,0
98,2022,Jared Young,CHC,6,22,0,2,0,1,0.136,0.318,0.105,0.417,0.263,0.364,0.368,0.329,0.316,115.0,0.0,0.3,-0.5,0.1,,,0
99,2022,Liover Peguero,PIT,1,4,0,0,0,0,0.25,0.5,0.0,1.0,0.333,0.5,0.333,0.393,0.297,153.0,0.0,0.2,0.2,0.1,,,0
100,2022,René Pinto,TBR,25,83,2,5,10,0,0.024,0.422,0.113,0.349,0.213,0.241,0.325,0.249,0.219,62.0,0.0,-3.5,1.5,0.1,,,0
101,2022,Mark Contreras,MIN,28,61,3,9,6,1,0.016,0.344,0.172,0.114,0.121,0.148,0.293,0.189,0.304,17.0,0.4,-5.3,3.9,0.1,,,0
102,2022,Maikel Garcia,KCR,9,23,0,1,2,0,0.043,0.217,0.045,0.412,0.318,0.348,0.364,0.315,0.242,101.0,-0.2,-0.2,0.0,0.1,,,0
103,2022,Terrin Vavra,BAL,40,103,1,14,12,0,0.117,0.184,0.079,0.31,0.258,0.34,0.337,0.303,0.321,100.0,-1.6,-1.6,-1.1,0.1,,,0
104,2022,Luke Raley,TBR,22,72,1,7,4,0,0.097,0.333,0.082,0.297,0.197,0.306,0.279,0.271,0.286,78.0,-0.3,-2.0,0.2,0.0,,,0
105,2022,Juan Yepez,STL,76,274,12,27,30,0,0.058,0.223,0.194,0.283,0.253,0.296,0.447,0.319,0.286,107.0,-2.1,0.2,-9.1,0.0,,,0
106,2022,Mario Feliciano,MIL,2,5,0,0,0,0,0.2,0.2,0.0,0.333,0.25,0.4,0.25,0.315,0.452,102.0,0.0,0.0,0.3,0.0,,,0
107,2022,Eguy Rosario,SDP,7,6,0,0,0,0,0.167,0.333,0.0,0.333,0.2,0.333,0.2,0.262,0.141,70.0,0.0,-0.2,0.5,0.0,,,0
108,2022,Vinny Capra,TOR,8,7,0,2,0,0,0.286,0.143,0.0,0.25,0.2,0.429,0.2,0.323,0.381,112.0,0.1,0.2,0.0,0.0,,,0
109,2022,Nolan Gorman,STL,89,313,14,44,35,1,0.089,0.329,0.194,0.301,0.226,0.3,0.42,0.316,0.341,105.0,-2.0,-0.3,-10.1,0.0,1.0,,1
110,2022,Brian O'Keefe,SEA,2,4,0,0,0,0,0.25,0.5,0.0,1.0,0.333,0.5,0.333,0.393,0.379,167.0,0.0,0.3,-0.1,0.0,,,0
111,2022,Khalil Lee,NYM,2,2,1,1,3,0,0.0,0.0,1.5,0.0,0.5,0.5,2.0,1.036,0.911,599.0,0.0,1.2,-0.9,0.0,,,0
112,2022,Jake Hager,ARI,28,59,0,4,3,0,0.136,0.288,0.04,0.364,0.24,0.345,0.28,0.291,0.247,84.0,0.0,-1.1,-0.6,0.0,,,0
113,2022,Kevin Smith,OAK,47,151,2,9,13,4,0.046,0.278,0.122,0.237,0.18,0.216,0.302,0.226,0.236,46.0,1.1,-8.1,3.6,0.0,,,0
114,2022,Patrick Mazeika,NYM,24,72,1,4,6,0,0.028,0.125,0.103,0.207,0.191,0.214,0.294,0.222,0.218,43.0,-0.2,-5.0,2.8,0.0,,,0
115,2022,Connor Wong,BOS,27,56,1,8,7,0,0.089,0.286,0.125,0.25,0.188,0.273,0.313,0.263,0.277,62.0,0.1,-2.3,0.8,0.0,,,0
116,2022,Terrance Gore,NYM,10,8,0,1,0,3,0.0,0.375,0.0,0.25,0.143,0.143,0.143,0.126,0.128,-23.0,0.6,-0.5,0.5,0.0,,,0
117,2022,Shea Langeliers,OAK,40,153,6,14,22,0,0.059,0.346,0.211,0.294,0.218,0.261,0.43,0.296,0.259,95.0,-0.3,-1.2,-3.5,0.0,1.0,,0
118,2022,Dairon Blanco,KCR,5,7,0,1,2,1,0.0,0.571,0.0,0.667,0.286,0.286,0.286,0.253,0.061,57.0,-0.4,-0.8,0.6,0.0,,,0
119,2022,Matthew Batten,SDP,15,22,0,0,1,0,0.091,0.273,0.053,0.154,0.105,0.227,0.158,0.193,0.258,23.0,-0.1,-2.0,1.3,0.0,,,0
120,2022,Mickey McDonald,OAK,4,6,0,0,0,0,0.333,0.5,0.0,0.0,0.0,0.333,0.0,0.23,0.298,49.0,0.0,-0.4,0.2,0.0,,,0
121,2022,Tyler Freeman,CLE,24,86,0,9,3,1,0.047,0.128,0.039,0.284,0.247,0.314,0.286,0.274,0.27,77.0,0.5,-1.7,-1.0,0.0,1.0,,0
122,2022,Marcus Wilson,SEA,3,6,0,1,0,0,0.167,0.667,0.0,1.0,0.2,0.333,0.2,0.262,0.265,74.0,0.0,-0.1,-0.1,0.0,,,0
123,2022,Wynton Bernard,COL,12,42,0,9,3,3,0.0,0.19,0.024,0.353,0.286,0.286,0.31,0.262,0.226,53.0,0.3,-2.0,0.5,0.0,,,0
124,2022,Mark Kolozsvary,CIN,10,21,1,3,3,0,0.048,0.429,0.25,0.3,0.2,0.238,0.45,0.294,0.236,82.0,0.2,-0.2,-0.6,0.0,,,0
125,2022,Alejo Lopez,CIN,61,156,1,15,10,3,0.058,0.135,0.069,0.301,0.262,0.314,0.331,0.286,0.28,76.0,-0.3,-4.6,-0.8,0.0,,,0
126,2022,Joe Perez,HOU,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-0.2,0.1,0.0,,,0
127,2022,Dillon Thomas,LAA,8,14,0,1,0,0,0.143,0.429,0.0,0.2,0.091,0.286,0.091,0.213,0.217,31.0,0.0,-1.1,0.5,0.0,,,0
128,2022,Yusniel Díaz,BAL,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-0.2,0.0,0.0,1.0,,0
129,2022,Taylor Jones,HOU,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,-100.0,0.0,-0.2,0.0,0.0,,,0
130,2022,Jason Krizan,SFG,3,10,0,0,0,0,0.2,0.3,0.0,0.2,0.125,0.3,0.125,0.226,0.251,44.0,0.0,-0.7,0.0,0.0,,,0
131,2022,Drew Jackson,OAK,3,3,0,0,0,0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-100.0,0.0,-0.7,0.3,0.0,,,0
132,2022,Nate Mondou,OAK,1,3,0,0,0,0,0.333,0.333,0.0,0.0,0.0,0.333,0.0,0.23,0.232,49.0,0.0,-0.2,-0.3,0.0,,,0
133,2022,Donny Sands,PHI,3,4,0,0,0,0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.172,0.275,4.0,0.0,-0.4,-0.1,0.0,,,0
134,2022,Logan O'Hoppe,LAA,5,16,0,1,2,0,0.125,0.188,0.0,0.364,0.286,0.375,0.286,0.307,0.287,98.0,-0.3,-0.4,-0.5,0.0,,,0
135,2022,Jack Larsen,SEA,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-0.2,-0.3,0.0,,,0
136,2022,Payton Henry,MIA,15,35,0,2,4,0,0.143,0.229,0.0,0.2,0.143,0.314,0.143,0.241,0.279,49.0,0.0,-2.1,0.4,0.0,,,0
