mlb_id,fielding_runs,Month,Year,innings,CompDate
491676,1.0,06,2017,123.945,2017-06-30
445055,-1.0,06,2017,129.555,2017-06-30
600303,-1.0,06,2017,56.5,2017-06-30
455976,-1.0,06,2017,225.66666666666666,2017-06-30
408045,3.0,06,2017,173.44500000000002,2017-06-30
593160,2.0,06,2017,209.77833333333334,2017-06-30
502517,-2.0,06,2017,199.33333333333334,2017-06-30
605412,1.0,06,2017,198.5,2017-06-30
592626,-1.0,06,2017,112.77833333333332,2017-06-30
452254,-3.0,06,2017,174.55499999999998,2017-06-30
517369,-2.0,06,2017,161.1675,2017-06-30
461858,1.0,06,2017,99.5,2017-06-30
592669,0.0,06,2017,169.16666666666666,2017-06-30
448602,0.0,06,2017,195.55499999999998,2017-06-30
608365,2.0,06,2017,161.666,2017-06-30
570267,0.0,06,2017,201.88833333333332,2017-06-30
593934,-2.0,06,2017,152.534,2017-06-30
572114,-1.0,06,2017,132.66666666666666,2017-06-30
543768,2.0,06,2017,204.33333333333334,2017-06-30
621035,0.0,06,2017,183.66666666666666,2017-06-30
607208,0.0,06,2017,169.334,2017-06-30
543939,0.0,06,2017,146.66666666666666,2017-06-30
605548,1.0,06,2017,139.534,2017-06-30
451192,-1.0,04,2017,64.66666666666667,2017-04-30
546991,0.0,04,2017,107.38833333333334,2017-04-30
430832,-1.0,04,2017,213.61166666666668,2017-04-30
460075,-2.0,04,2017,199.5825,2017-04-30
542979,3.0,04,2017,171.44500000000002,2017-04-30
592178,2.0,04,2017,214.61166666666668,2017-04-30
518568,0.0,04,2017,44.88999999999999,2017-04-30
446359,0.0,04,2017,161.33333333333334,2017-04-30
543063,4.0,04,2017,200.16666666666666,2017-04-30
543068,3.0,04,2017,135.945,2017-04-30
501981,1.0,04,2017,165.5,2017-04-30
518614,-1.0,04,2017,125.445,2017-04-30
572816,1.0,04,2017,125.5,2017-04-30
594694,2.0,04,2017,115.445,2017-04-30
446263,1.0,04,2017,132.0,2017-04-30
429665,0.0,04,2017,198.0,2017-04-30
523253,-2.0,04,2017,150.83333333333334,2017-04-30
453943,1.0,04,2017,187.44500000000002,2017-04-30
571697,-1.0,04,2017,156.27833333333334,2017-04-30
502671,1.0,04,2017,215.33333333333334,2017-04-30
503556,0.0,04,2017,180.88833333333332,2017-04-30
408236,1.0,04,2017,125.25,2017-04-30
543281,-2.0,04,2017,210.6,2017-04-30
518792,2.0,04,2017,168.055,2017-04-30
542255,3.0,04,2017,226.61166666666668,2017-04-30
445055,0.0,04,2017,129.555,2017-04-30
571875,-1.0,04,2017,210.66666666666666,2017-04-30
545350,1.0,04,2017,127.266,2017-04-30
455976,1.0,04,2017,225.66666666666666,2017-04-30
457727,0.0,04,2017,152.27833333333334,2017-04-30
600301,-1.0,04,2017,125.86600000000001,2017-04-30
571976,-2.0,04,2017,222.22166666666666,2017-04-30
542303,0.0,04,2017,225.72166666666666,2017-04-30
572073,-1.0,04,2017,100.61166666666666,2017-04-30
621002,0.0,04,2017,115.266,2017-04-30
500743,0.0,04,2017,135.6,2017-04-30
573135,2.0,04,2017,99.534,2017-04-30
467793,0.0,04,2017,213.11166666666668,2017-04-30
572122,0.0,04,2017,225.55499999999998,2017-04-30
605486,1.0,04,2017,169.0,2017-04-30
621020,-1.0,04,2017,200.33333333333334,2017-04-30
570560,0.0,04,2017,174.38833333333332,2017-04-30
591720,1.0,04,2017,129.27833333333334,2017-04-30
457708,0.0,04,2017,214.61166666666668,2017-04-30
451192,0.0,05,2017,64.66666666666667,2017-05-31
546991,-2.0,05,2017,107.38833333333334,2017-05-31
624414,0.0,05,2017,147.335,2017-05-31
598265,2.0,05,2017,200.72166666666666,2017-05-31
592178,-1.0,05,2017,214.61166666666668,2017-05-31
600869,0.0,05,2017,98.77666666666666,2017-05-31
572761,1.0,05,2017,193.88833333333332,2017-05-31
516770,0.0,05,2017,156.0,2017-05-31
614173,1.0,05,2017,97.835,2017-05-31
592273,2.0,05,2017,159.0,2017-05-31
502481,2.0,05,2017,175.866,2017-05-31
444876,1.0,05,2017,234.05499999999998,2017-05-31
500871,-1.0,05,2017,142.16666666666666,2017-05-31
527038,0.0,05,2017,139.0,2017-05-31
592325,-2.0,05,2017,189.11166666666668,2017-05-31
408236,1.0,05,2017,125.25,2017-05-31
571718,1.0,05,2017,135.1675,2017-05-31
460086,1.0,05,2017,208.11166666666668,2017-05-31
446386,1.0,05,2017,102.25,2017-05-31
592419,2.0,05,2017,91.0,2017-05-31
461314,-2.0,05,2017,141.945,2017-05-31
474568,3.0,05,2017,206.94500000000002,2017-05-31
593160,-1.0,05,2017,209.77833333333334,2017-05-31
519058,-1.0,05,2017,182.16666666666666,2017-05-31
502517,-3.0,05,2017,199.33333333333334,2017-05-31
547912,1.0,05,2017,75.5,2017-05-31
541650,1.0,05,2017,156.11166666666665,2017-05-31
592669,-1.0,05,2017,169.16666666666666,2017-05-31
408314,0.0,05,2017,187.16666666666666,2017-05-31
592696,1.0,05,2017,209.55499999999998,2017-05-31
516416,-1.0,05,2017,180.66666666666666,2017-05-31
596115,0.0,05,2017,197.55499999999998,2017-05-31
572191,1.0,05,2017,188.666,2017-05-31
592808,1.0,05,2017,95.165,2017-05-31
457759,1.0,05,2017,166.66666666666666,2017-05-31
607208,0.0,05,2017,169.334,2017-05-31
643217,0.0,07,2017,219.88833333333332,2017-07-31
598265,2.0,07,2017,200.72166666666666,2017-07-31
592178,3.0,07,2017,214.61166666666668,2017-07-31
452678,0.0,07,2017,168.555,2017-07-31
624424,0.0,07,2017,163.73399999999998,2017-07-31
592273,0.0,07,2017,159.0,2017-07-31
594807,4.0,07,2017,214.05499999999998,2017-07-31
502481,3.0,07,2017,175.866,2017-07-31
500871,-1.0,07,2017,142.16666666666666,2017-07-31
605233,1.0,07,2017,120.0,2017-07-31
640449,0.0,07,2017,289.0,2017-07-31
458731,-1.0,07,2017,198.11166666666668,2017-07-31
460086,3.0,07,2017,208.11166666666668,2017-07-31
493329,-4.0,07,2017,194.22166666666666,2017-07-31
664023,0.0,07,2017,162.0,2017-07-31
547180,-1.0,07,2017,156.33333333333334,2017-07-31
519058,0.0,07,2017,182.16666666666666,2017-07-31
571976,-1.0,07,2017,222.22166666666666,2017-07-31
606299,1.0,07,2017,173.5,2017-07-31
408314,-4.0,07,2017,187.16666666666666,2017-07-31
519203,1.0,07,2017,224.38833333333332,2017-07-31
489267,-2.0,07,2017,118.33333333333333,2017-07-31
572122,3.0,07,2017,225.55499999999998,2017-07-31
516416,1.0,07,2017,180.66666666666666,2017-07-31
596103,0.0,07,2017,137.665,2017-07-31
519299,-2.0,07,2017,112.2,2017-07-31
596115,-1.0,07,2017,197.55499999999998,2017-07-31
400085,-1.0,07,2017,56.25,2017-07-31
621020,-2.0,07,2017,200.33333333333334,2017-07-31
400284,1.0,07,2017,110.27833333333332,2017-07-31
642082,-0.9,09,2017,40.0,2017-09-30
595751,-2.1,08,2017,126.335,2017-08-31
596142,-2.2,08,2017,147.33333333333334,2017-08-31
596142,2.3,07,2017,147.33333333333334,2017-07-31
547172,0.6,06,2017,99.22166666666668,2017-06-30
553882,-2.0,06,2017,108.88833333333334,2017-06-30
575929,-4.1,09,2017,145.88833333333335,2017-09-30
595284,-1.0,07,2017,75.05499999999999,2017-07-31
553869,0.9,06,2017,81.466,2017-06-30
571912,0.4,06,2017,67.866,2017-06-30
543309,0.5,04,2017,24.0,2017-04-30
542908,1.5,07,2017,66.5,2017-07-31
